cur_rate,cur_ee,per_ee,b_type,p_type,tenure,area,water_ee,wind_ee,wall_ee,roof_ee,heat_ee,con_ee,light_ee,pv,sol_wat,quality_index,build_year,building_age,fuel_group,is_community_heating,has_boiler,has_air_hp,has_ground_hp,has_micro_chp,has_community,has_storage_heaters,has_room_heaters,has_electric_underfloor,has_electric_ceiling,has_radiators,has_underfloor,has_warm_air,uses_gas,uses_oil,uses_electricity,uses_biomass,uses_coal,floor_type,floor_boundary,floor_insulation,floor_u_value,floor_ins_num,dhw_no_cylinder_stat,dhw_has_solar,dhw_has_waste_heat,dhw_system,dhw_energy,wall_type,wall_insulation,wall_u_value,roof_type,roof_boundary,roof_insulation_type,roof_insulation_mm,roof_u_value,has_time_control,has_temp_control,has_room_control,glazing_type,glazing_quality,glazing_level,glazing_coverage
d,58.0,84.0,semi-detached,house,owner-occupied,103.0,4,3,2,2,4,4,3,no,no,3.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,roof_room,external,limited,,,1,1,1,double,unknown,double,full
c,72.0,79.0,semi-detached,flat,owner-occupied,72.0,4,3,1,0,4,4,5,no,no,2.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
d,66.0,75.0,detached,house,owner-occupied,184.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,66.0,85.0,end-terrace,house,owner-occupied,78.0,4,4,2,4,4,4,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,77.0,89.0,end-terrace,house,owner-occupied,96.0,4,3,4,4,4,4,5,no,no,4.2,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,roof_room,external,insulated,,,1,1,1,double,unknown,double,full
c,71.0,85.0,detached,house,owner-occupied,83.0,4,4,4,3,4,4,5,no,no,4.0,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
e,49.0,75.0,mid-terrace,house,rented (private),55.0,1,4,4,5,1,3,5,no,no,3.6,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,stone,external,,pitched,external,loft,300.0,,1,0,1,double,modern,double,full
c,69.0,83.0,mid-terrace,house,owner-occupied,132.0,4,3,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,stone,none,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,mostly
c,71.0,88.0,mid-terrace,house,owner-occupied,95.0,4,4,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
c,74.0,74.0,semi-detached,flat,rented (social),40.0,4,3,3,4,4,4,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
c,78.0,78.0,end-terrace,flat,owner-occupied,52.0,4,3,4,0,4,4,5,no,no,3.4,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
c,73.0,77.0,semi-detached,flat,rented (social),45.0,3,4,4,0,3,4,5,no,no,3.2,1993,31,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,0,0,0,double,modern,double,full
d,66.0,82.0,mid-terrace,house,rented (private),86.0,4,3,1,3,4,4,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
c,78.0,87.0,detached,house,unknown,184.0,2,5,5,5,2,5,5,no,unknown,4.4,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.12,,0,0,0,boiler,unknown,unknown,unknown,0.26,unknown,external,unknown,,0.12,1,1,1,unknown,unknown,high_performance,unknown
d,60.0,79.0,semi-detached,house,owner-occupied,93.0,4,3,2,4,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,150.0,,1,1,1,double,old,double,mostly
c,70.0,78.0,detached,house,owner-occupied,201.0,4,3,3,5,4,4,5,no,no,4.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
d,67.0,71.0,detached,flat,rented (private),57.0,4,4,3,0,4,3,5,no,no,3.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
d,65.0,83.0,end-terrace,house,owner-occupied,76.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,old,double,full
a,96.0,102.0,detached,house,rented (private),450.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,electricity,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,unknown,unknown,unknown,0.11,,0,0,0,boiler,unknown,unknown,unknown,0.18,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
e,52.0,83.0,end-terrace,house,owner-occupied,123.0,4,1,1,2,4,4,5,no,no,3.2,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,50.0,,1,1,1,unknown,unknown,single,unknown
c,71.0,88.0,end-terrace,house,rented (private),67.0,4,3,4,4,4,4,5,no,no,4.2,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,79.0,79.0,end-terrace,flat,owner-occupied,30.0,4,4,4,0,4,4,5,no,no,3.4,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,72.0,89.0,semi-detached,house,rented (private),70.0,4,4,4,3,4,4,5,no,no,4.0,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,76.0,90.0,detached,bungalow,rented (private),63.0,4,4,4,4,4,3,5,no,no,4.0,2009,15,gas,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,0,double,modern,double,full
d,55.0,94.0,end-terrace,house,rented (private),36.0,2,3,4,3,1,4,5,no,no,3.4,1890,134,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,suspended,ground,none,,0.0,0,0,0,electric_immersion,electricity,solid,internal,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,full
b,85.0,93.0,detached,house,unknown,144.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.14,,0,0,0,boiler,unknown,unknown,unknown,0.27,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
e,39.0,64.0,mid-terrace,flat,owner-occupied,27.0,1,3,1,0,1,3,5,no,no,2.0,1915,109,electricity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,solid,ground,none,,0.0,0,0,0,electric_instant,electricity,solid,none,,dwelling_above,dwelling_above,unknown,,,0,0,1,double,unknown,double,full
b,81.0,91.0,semi-detached,house,rented (private),83.0,5,4,4,4,4,4,5,no,yes,4.2,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,1,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,270.0,,1,1,1,double,modern,double,full
d,68.0,85.0,detached,house,owner-occupied,113.0,4,3,3,4,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,270.0,,1,1,1,double,unknown,double,full
a,93.0,93.0,detached,house,unknown,120.0,5,4,5,5,5,5,4,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.11,,0,0,1,boiler,unknown,unknown,unknown,0.21,unknown,external,unknown,,0.09,1,1,1,unknown,unknown,high_performance,unknown
c,69.0,83.0,detached,house,owner-occupied,89.0,4,3,4,3,4,3,5,no,no,3.8,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,75.0,,1,1,0,double,unknown,double,full
e,52.0,76.0,detached,house,owner-occupied,149.0,2,3,4,4,2,3,5,no,no,3.6,1986,38,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,roof_room,external,insulated,,,1,0,1,double,unknown,double,full
e,53.0,78.0,semi-detached,flat,owner-occupied,42.0,1,4,4,0,1,4,5,no,no,2.8,1993,31,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,0,1,0,double,modern,double,full
c,78.0,78.0,mid-terrace,flat,rented (social),43.0,2,3,4,0,2,3,5,no,no,2.8,2004,20,electricity,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,unknown,double,full
d,57.0,85.0,semi-detached,house,owner-occupied,112.0,3,4,3,3,4,3,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,roof_room,external,insulated,,,1,1,0,double,modern,double,full
c,70.0,84.0,end-terrace,house,owner-occupied,142.0,4,4,1,3,4,4,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,triple,unknown,triple,full
c,72.0,75.0,detached,house,owner-occupied,178.0,3,3,4,5,3,4,5,no,no,4.2,1993,31,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
d,64.0,83.0,semi-detached,bungalow,owner-occupied,96.0,4,2,3,4,4,2,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,0,1,0,double,unknown,double,partial
d,68.0,82.0,semi-detached,house,owner-occupied,94.0,4,3,3,4,4,4,3,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,270.0,,1,1,1,double,unknown,double,full
c,73.0,87.0,mid-terrace,house,owner-occupied,83.0,4,4,4,3,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
d,57.0,87.0,detached,house,rented (private),87.0,3,4,3,3,4,3,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,roof_room,external,insulated,,,1,1,0,double,modern,double,full
b,88.0,88.0,mid-terrace,flat,rented (private),67.0,3,4,5,0,4,4,5,no,no,3.6,2018,6,electricity,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,system_built,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,69.0,83.0,end-terrace,house,owner-occupied,80.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
b,89.0,89.0,end-terrace,flat,owner-occupied,52.0,5,5,5,0,1,4,5,no,unknown,3.0,2018,6,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,unknown,premises_below,unknown,,,0,0,0,boiler,unknown,unknown,unknown,0.15,dwelling_above,premises_above,unknown,,,1,1,0,unknown,unknown,high_performance,unknown
c,71.0,87.0,end-terrace,house,rented (private),91.0,4,4,3,4,4,1,5,no,no,3.4,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,0,double,modern,double,full
d,66.0,67.0,semi-detached,flat,rented (private),63.0,4,3,1,3,4,4,5,no,no,3.4,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,external_air,none,,0.0,0,0,0,boiler,unknown,system_built,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,62.0,88.0,semi-detached,bungalow,rented (social),60.0,4,3,3,2,4,4,4,no,no,3.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,25.0,,1,1,1,double,unknown,double,full
d,65.0,83.0,semi-detached,bungalow,rented (private),63.0,3,4,4,4,3,4,5,no,no,4.0,1890,134,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,stone,internal,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,75.0,78.0,semi-detached,flat,rented (social),42.0,4,3,3,0,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,old,double,full
d,57.0,84.0,semi-detached,house,rented (private),57.0,3,3,4,4,4,3,4,no,no,3.8,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,150.0,,1,1,0,double,unknown,double,full
c,78.0,78.0,enclosed mid-terrace,flat,rented (social),43.0,4,4,4,4,4,2,5,no,no,3.8,1986,38,gas,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,community,community,cavity,insulated_as_built,,pitched,external,loft,200.0,,1,1,0,double,modern,double,full
e,45.0,83.0,end-terrace,house,owner-occupied,107.0,4,3,2,1,4,4,5,no,no,3.2,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,roof_room,external,none,,,1,1,1,double,unknown,double,full
d,60.0,83.0,mid-terrace,house,rented (private),75.0,4,3,2,1,4,3,5,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,none,,,1,0,1,double,unknown,double,full
e,42.0,83.0,semi-detached,house,owner-occupied,66.0,1,3,2,4,3,2,5,no,no,3.2,1971,53,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,none,,pitched,external,loft,150.0,,1,0,0,double,unknown,double,mostly
d,67.0,83.0,end-terrace,house,owner-occupied,85.0,4,4,3,5,4,3,5,no,no,4.0,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,0,1,double,modern,double,full
d,60.0,81.0,detached,house,owner-occupied,143.0,4,3,2,3,4,3,3,no,no,3.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,loft,100.0,,1,1,0,double,unknown,double,full
d,62.0,90.0,semi-detached,house,rented (private),67.0,4,4,1,4,4,4,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,78.0,81.0,semi-detached,house,owner-occupied,73.0,4,4,3,1,4,4,5,no,no,3.4,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,limited,,,1,1,1,double,modern,double,full
d,64.0,82.0,semi-detached,house,owner-occupied,121.0,4,4,2,5,4,3,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,300.0,,1,0,1,double,modern,double,full
c,77.0,79.0,semi-detached,flat,rented (social),38.0,4,4,3,0,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,69.0,87.0,end-terrace,house,owner-occupied,97.0,4,4,1,5,4,4,5,no,no,3.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
d,61.0,83.0,mid-terrace,house,owner-occupied,92.0,4,3,1,4,4,3,4,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,0,double,unknown,double,full
c,71.0,83.0,semi-detached,house,owner-occupied,112.0,4,4,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
c,79.0,81.0,semi-detached,flat,owner-occupied,68.0,4,4,2,0,4,4,4,no,no,2.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
c,71.0,90.0,semi-detached,bungalow,owner-occupied,54.0,4,3,4,5,4,4,1,no,no,3.6,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,400.0,,1,1,1,double,unknown,double,full
c,70.0,89.0,mid-terrace,house,owner-occupied,70.0,4,3,2,2,4,4,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,50.0,,1,1,1,double,old,double,full
d,60.0,72.0,semi-detached,flat,owner-occupied,74.0,3,3,3,0,3,2,3,no,no,2.2,1958,66,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,unknown,double,full
c,74.0,88.0,mid-terrace,house,owner-occupied,80.0,4,4,4,5,4,4,4,no,no,4.2,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,system_built,external,,pitched,external,loft,400.0,,1,1,1,double,modern,double,full
d,68.0,73.0,mid-terrace,flat,rented (private),84.0,4,4,2,0,4,3,5,no,no,2.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,premises_below,unknown,,,0,0,0,boiler,unknown,cavity,none,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
d,68.0,83.0,end-terrace,house,rented (social),68.0,4,3,4,4,4,4,5,no,no,4.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,external,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
d,58.0,68.0,mid-terrace,flat,owner-occupied,62.0,1,1,4,0,1,4,5,no,no,2.8,2004,20,electricity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,stone,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,unknown,unknown,single,unknown
c,78.0,90.0,end-terrace,house,rented (social),75.0,4,4,4,4,4,4,5,no,no,4.2,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
c,71.0,72.0,mid-terrace,flat,rented (social),98.0,4,1,1,0,4,4,5,no,no,2.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,system_built,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,unknown,unknown,single,unknown
d,65.0,82.0,semi-detached,bungalow,owner-occupied,78.0,4,3,3,3,4,4,3,no,no,3.4,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,55.0,82.0,semi-detached,house,owner-occupied,106.0,3,3,3,5,4,3,4,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,0,double,modern,double,partial
c,78.0,79.0,detached,flat,rented (private),53.0,4,3,4,4,4,4,4,no,no,4.0,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
e,53.0,78.0,semi-detached,house,rented (private),71.0,4,3,2,1,4,1,5,no,no,2.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,none,,,1,1,0,double,unknown,double,full
c,72.0,86.0,mid-terrace,house,owner-occupied,75.0,4,3,3,4,4,2,5,no,no,3.6,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,0,1,0,double,unknown,double,full
d,60.0,79.0,detached,house,owner-occupied,139.0,4,3,1,5,4,4,5,no,no,3.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,1,unknown,unknown,double,full
c,76.0,78.0,mid-terrace,flat,rented (social),41.0,4,4,3,0,4,4,5,no,no,3.2,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
d,68.0,82.0,semi-detached,house,owner-occupied,93.0,4,3,3,3,4,4,5,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
c,76.0,78.0,detached,house,owner-occupied,500.0,3,4,4,4,4,5,5,no,no,4.4,2009,15,electricity,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
