cur_rate,cur_ee,per_ee,b_type,p_type,tenure,area,water_ee,wind_ee,wall_ee,roof_ee,heat_ee,con_ee,light_ee,pv,sol_wat,quality_index,build_year,building_age,fuel_group,is_community_heating,has_boiler,has_air_hp,has_ground_hp,has_micro_chp,has_community,has_storage_heaters,has_room_heaters,has_electric_underfloor,has_electric_ceiling,has_radiators,has_underfloor,has_warm_air,uses_gas,uses_oil,uses_electricity,uses_biomass,uses_coal,floor_type,floor_boundary,floor_insulation,floor_u_value,floor_ins_num,dhw_no_cylinder_stat,dhw_has_solar,dhw_has_waste_heat,dhw_system,dhw_energy,wall_type,wall_insulation,wall_u_value,roof_type,roof_boundary,roof_insulation_type,roof_insulation_mm,roof_u_value,has_time_control,has_temp_control,has_room_control,glazing_type,glazing_quality,glazing_level,glazing_coverage
c,75.0,87.0,mid-terrace,house,rented (social),74.0,4,4,4,5,4,3,5,no,no,4.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,internal,,pitched,external,loft,400.0,,1,1,0,unknown,unknown,double,full
c,70.0,84.0,mid-terrace,house,owner-occupied,76.0,4,4,1,3,4,3,5,no,no,3.2,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,loft,100.0,,1,1,0,double,modern,double,full
c,74.0,89.0,mid-terrace,bungalow,rented (social),65.0,4,4,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
d,68.0,80.0,semi-detached,flat,owner-occupied,66.0,1,3,4,0,3,2,5,no,no,2.8,1986,38,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,unknown,double,full
c,74.0,74.0,semi-detached,flat,rented (private),43.0,4,3,3,4,4,4,4,no,no,3.8,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
d,67.0,84.0,mid-terrace,house,owner-occupied,87.0,4,3,3,4,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
d,62.0,85.0,semi-detached,house,owner-occupied,77.0,4,4,1,3,4,4,5,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
b,85.0,95.0,semi-detached,house,unknown,94.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.15,,0,0,0,boiler,unknown,unknown,unknown,0.26,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
d,56.0,74.0,mid-terrace,house,owner-occupied,112.0,4,4,1,1,4,4,5,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,none,,,1,1,1,double,modern,double,full
d,67.0,86.0,detached,bungalow,owner-occupied,55.0,4,3,4,4,4,3,5,no,no,4.0,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,0,1,double,unknown,double,full
d,61.0,73.0,detached,flat,owner-occupied,21.0,4,3,1,0,4,4,4,no,no,2.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,unknown,double,full
b,84.0,98.0,mid-terrace,house,owner-occupied,59.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.17,,0,0,0,boiler,unknown,unknown,unknown,0.28,unknown,external,unknown,,0.1,1,1,1,unknown,unknown,high_performance,unknown
b,85.0,94.0,semi-detached,house,unknown,123.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.15,,0,0,0,boiler,unknown,unknown,unknown,0.16,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
d,64.0,88.0,end-terrace,house,rented (private),70.0,4,4,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
d,55.0,71.0,detached,house,owner-occupied,158.0,4,3,2,1,4,4,5,no,no,3.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,71.0,86.0,mid-terrace,house,rented (social),68.0,4,3,3,4,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,79.0,88.0,detached,house,owner-occupied,130.0,4,4,5,5,4,4,5,no,no,4.6,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
e,50.0,52.0,semi-detached,flat,owner-occupied,98.0,1,4,5,0,1,4,5,no,no,3.0,2018,6,electricity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,solid,ground,insulated,,2.0,0,0,0,electric_immersion,electricity,stone,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,modern,double,full
d,65.0,77.0,detached,house,owner-occupied,245.0,4,3,2,4,4,4,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,74.0,88.0,mid-terrace,house,rented (private),72.0,4,4,1,4,4,4,5,no,no,3.6,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
f,35.0,77.0,semi-detached,house,owner-occupied,166.0,4,3,1,1,4,3,5,no,no,2.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unheated_space,none,,0.0,0,0,0,boiler,unknown,stone,none,,pitched,external,none,,,1,0,1,double,unknown,double,full
c,71.0,74.0,mid-terrace,flat,rented (private),55.0,4,3,2,5,4,4,5,no,no,4.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,mostly
b,83.0,83.0,semi-detached,flat,unknown,54.0,4,5,5,5,4,4,5,no,unknown,4.6,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.15,,0,0,0,boiler,unknown,unknown,unknown,0.23,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
c,70.0,84.0,semi-detached,house,rented (social),78.0,4,3,4,3,4,4,5,no,no,4.0,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,65.0,81.0,mid-terrace,house,owner-occupied,80.0,4,3,2,5,4,4,5,no,no,4.0,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
c,77.0,77.0,end-terrace,flat,unknown,61.0,1,5,5,0,1,4,5,no,unknown,3.0,2018,6,electricity,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,unknown,premises_below,unknown,,,0,0,0,electric_immersion,electricity,unknown,unknown,0.18,dwelling_above,premises_above,unknown,,,1,1,0,unknown,unknown,high_performance,unknown
c,70.0,87.0,mid-terrace,house,rented (private),68.0,4,3,1,4,4,3,5,no,no,3.4,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,150.0,,0,0,1,double,unknown,double,full
e,45.0,74.0,detached,house,owner-occupied,106.0,3,3,2,5,3,3,5,no,no,3.6,1940,84,oil,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,300.0,,1,1,0,double,unknown,double,full
c,75.0,87.0,semi-detached,house,rented (private),105.0,4,4,2,3,4,4,5,no,no,3.6,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
d,68.0,87.0,semi-detached,house,rented (social),89.0,4,4,1,4,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
d,68.0,85.0,end-terrace,house,owner-occupied,58.0,4,3,4,4,4,4,5,no,no,4.2,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
a,93.0,95.0,semi-detached,house,unknown,83.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,unknown,unknown,unknown,0.12,,0,0,0,boiler,unknown,unknown,unknown,0.21,unknown,external,unknown,,0.11,1,1,1,unknown,unknown,high_performance,unknown
b,86.0,95.0,semi-detached,house,unknown,124.0,4,5,5,5,4,5,5,no,unknown,4.8,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.12,,0,0,0,boiler,unknown,unknown,unknown,0.22,unknown,external,unknown,,0.12,1,1,1,unknown,unknown,high_performance,unknown
d,66.0,78.0,detached,house,owner-occupied,134.0,4,4,3,4,4,4,1,no,no,3.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,200.0,,1,1,1,double,modern,double,full
c,69.0,87.0,semi-detached,house,rented (private),72.0,4,3,3,3,4,4,4,no,no,3.6,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
d,64.0,74.0,semi-detached,flat,rented (private),152.0,4,3,1,0,4,5,5,no,no,3.0,1890,134,gas,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,double,old,double,full
c,69.0,84.0,detached,house,owner-occupied,76.0,4,3,4,3,4,4,5,no,no,4.0,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,75.0,,1,1,1,double,unknown,double,full
c,78.0,84.0,detached,flat,owner-occupied,44.0,3,3,3,0,3,2,5,no,no,2.6,1979,45,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,partial,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,unknown,double,full
c,70.0,85.0,mid-terrace,house,rented (private),88.0,4,3,4,4,4,4,5,no,no,4.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,external,,pitched,external,loft,270.0,,1,1,1,double,unknown,double,full
d,67.0,83.0,detached,house,owner-occupied,126.0,4,4,3,3,4,4,5,no,no,3.8,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,77.0,88.0,mid-terrace,house,owner-occupied,91.0,4,4,4,5,4,4,5,no,no,4.4,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
c,73.0,83.0,mid-terrace,house,owner-occupied,119.0,4,3,1,4,4,4,5,no,no,3.6,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,flat,external,insulated,,,1,1,1,double,old,double,full
c,73.0,88.0,mid-terrace,house,owner-occupied,70.0,4,3,3,4,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,250.0,,1,1,1,double,old,double,full
c,78.0,91.0,mid-terrace,house,rented (private),69.0,4,4,4,4,4,4,5,no,no,4.2,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
d,61.0,85.0,semi-detached,house,owner-occupied,81.0,3,3,3,4,4,3,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,270.0,,1,0,1,double,unknown,double,full
d,66.0,76.0,end-terrace,flat,owner-occupied,56.0,3,3,4,0,3,2,5,no,no,2.8,1986,38,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,solid,ground,none,,0.0,0,0,0,electric_immersion,electricity,solid,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,0,double,unknown,double,full
c,71.0,80.0,mid-terrace,house,owner-occupied,138.0,4,3,4,4,4,4,5,no,no,4.2,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,unknown,double,full
d,55.0,75.0,mid-terrace,house,rented (private),76.0,4,4,1,1,4,4,5,no,no,3.0,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,modern,double,full
d,62.0,85.0,mid-terrace,house,rented (social),59.0,4,3,2,4,4,4,3,no,no,3.4,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,200.0,,1,1,1,double,old,double,full
e,45.0,73.0,detached,house,owner-occupied,192.0,1,3,1,5,2,4,4,no,no,3.2,1915,109,biomass,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,solid,none,,pitched,external,loft,300.0,,1,1,1,double,old,double,full
d,58.0,72.0,mid-terrace,flat,rented (private),52.0,2,4,2,4,3,2,5,no,no,3.2,1915,109,electricity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,unknown,premises_below,unknown,,,0,0,0,electric_immersion,electricity,cavity,none,,pitched,external,loft,150.0,,1,0,0,double,modern,double,full
c,73.0,84.0,mid-terrace,house,rented (private),114.0,4,3,2,1,4,4,5,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,73.0,87.0,semi-detached,house,rented (social),87.0,4,3,4,4,4,4,5,no,no,4.2,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,unknown,double,full
c,73.0,81.0,detached,house,owner-occupied,190.0,4,4,3,5,4,4,5,no,no,4.2,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,300.0,,1,1,1,double,modern,double,full
d,68.0,87.0,semi-detached,house,owner-occupied,93.0,4,4,1,3,4,4,4,no,no,3.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
c,72.0,85.0,semi-detached,house,rented (social),82.0,4,3,3,4,4,4,5,no,no,4.0,1971,53,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
d,64.0,88.0,mid-terrace,house,rented (social),84.0,3,3,3,4,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,partial,,pitched,external,loft,250.0,,1,1,1,double,unknown,double,full
d,68.0,82.0,semi-detached,house,owner-occupied,85.0,4,4,3,4,4,4,5,no,no,4.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
c,73.0,88.0,end-terrace,house,owner-occupied,75.0,4,3,4,3,4,4,5,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,75.0,,1,1,1,double,unknown,double,full
d,68.0,86.0,mid-terrace,house,owner-occupied,84.0,4,4,1,3,4,3,5,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,100.0,,1,1,0,double,modern,double,full
d,68.0,79.0,semi-detached,flat,owner-occupied,66.0,4,1,1,0,4,4,5,no,no,2.8,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,dwelling_above,dwelling_above,unknown,,,1,1,1,unknown,unknown,single,unknown
a,92.0,92.0,semi-detached,house,unknown,71.0,5,4,5,5,5,5,5,no,unknown,5.0,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unknown,unknown,0.11,,0,0,1,boiler,unknown,unknown,unknown,0.24,unknown,external,unknown,,0.09,1,1,1,unknown,unknown,high_performance,unknown
d,60.0,79.0,detached,house,owner-occupied,128.0,4,3,2,5,4,4,4,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,unheated_space,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,400.0,,1,1,1,unknown,unknown,double,full
c,69.0,87.0,end-terrace,house,rented (private),55.0,4,3,4,2,4,3,5,no,no,3.6,1986,38,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,50.0,,1,1,0,double,unknown,double,full
c,74.0,89.0,mid-terrace,house,owner-occupied,78.0,4,4,4,4,4,4,5,no,no,4.2,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
e,48.0,68.0,mid-terrace,bungalow,owner-occupied,88.0,4,3,2,1,4,3,5,no,no,3.0,1890,134,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,0,1,double,unknown,double,full
c,74.0,92.0,mid-terrace,house,owner-occupied,57.0,4,4,4,5,4,4,5,no,no,4.4,1993,31,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,timber_frame,insulated_as_built,,pitched,external,loft,300.0,,1,1,1,secondary,unknown,secondary,full
c,73.0,78.0,mid-terrace,flat,owner-occupied,75.0,4,3,2,4,4,4,5,no,no,3.8,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,solid,none,,pitched,external,loft,150.0,,1,1,1,double,modern,double,partial
c,70.0,83.0,mid-terrace,house,owner-occupied,92.0,4,3,2,3,4,4,5,no,no,3.6,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,100.0,,1,1,1,double,unknown,double,full
a,100.0,118.0,detached,bungalow,owner-occupied,141.0,2,3,2,5,3,4,5,no,no,3.8,1958,66,electricity,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,solid,ground,none,,0.0,1,0,0,boiler,unknown,cavity,none,,pitched,external,loft,400.0,,1,1,1,double,old,double,full
c,78.0,78.0,mid-terrace,flat,rented (private),37.0,4,4,4,4,4,4,5,no,no,4.2,2009,15,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,rafters,,,1,1,1,double,modern,double,full
d,66.0,73.0,semi-detached,house,owner-occupied,146.0,4,3,1,4,4,4,5,no,no,3.6,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,system_built,none,,pitched,external,loft,150.0,,1,1,1,double,old,double,full
d,60.0,79.0,mid-terrace,house,owner-occupied,82.0,4,3,1,1,4,4,5,no,no,3.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,73.0,86.0,semi-detached,house,rented (social),88.0,4,4,4,4,4,4,5,no,no,4.2,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,external,,pitched,external,loft,150.0,,1,1,1,double,modern,double,full
c,75.0,86.0,semi-detached,house,owner-occupied,99.0,4,4,4,4,4,4,4,no,no,4.0,2004,20,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
c,73.0,84.0,detached,house,owner-occupied,150.0,4,4,4,5,4,4,5,no,no,4.4,1999,25,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,limited,,1.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,400.0,,1,1,1,double,modern,double,full
d,65.0,83.0,detached,house,owner-occupied,134.0,3,4,4,4,4,4,4,no,no,4.0,1979,45,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,250.0,,1,1,1,double,modern,double,full
c,77.0,77.0,semi-detached,flat,rented (social),38.0,4,4,4,0,3,3,4,no,no,2.8,1986,38,electricity,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,unknown,dwelling_below,unknown,,,0,0,0,boiler,unknown,cavity,insulated_as_built,,dwelling_above,dwelling_above,unknown,,,1,0,1,double,modern,double,full
c,80.0,90.0,end-terrace,house,owner-occupied,107.0,4,4,5,4,4,4,5,no,no,4.4,2018,6,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,insulated,,2.0,0,0,0,boiler,unknown,cavity,insulated_as_built,,pitched,external,insulated,,,1,1,1,double,modern,double,full
e,47.0,74.0,mid-terrace,house,owner-occupied,125.0,4,3,2,1,4,4,5,no,no,3.2,1915,109,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,solid,none,,pitched,external,none,,,1,1,1,double,unknown,double,full
c,71.0,84.0,semi-detached,house,owner-occupied,92.0,4,4,3,3,4,4,5,no,no,3.8,1958,66,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,filled_cavity,,pitched,external,loft,100.0,,1,1,1,double,modern,double,full
d,57.0,71.0,detached,house,owner-occupied,500.0,3,3,4,5,2,3,5,no,no,3.8,1940,84,oil,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,solid,ground,none,,0.0,0,0,0,boiler,unknown,solid,external,,pitched,external,loft,300.0,,1,1,0,double,old,double,full
e,43.0,79.0,detached,house,owner-occupied,159.0,4,3,2,5,4,4,5,no,no,4.0,1940,84,gas,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,suspended,ground,none,,0.0,0,0,0,boiler,unknown,cavity,none,,pitched,external,loft,300.0,,1,1,1,double,unknown,double,full
